ID,predicted_label,correct_prediction,epistemic_uncertainty
1,4,True,0.035528217
2,4,False,0.0007176709
3,4,False,0.008476194
4,4,False,2.8819103
5,4,False,0.0014470076
6,4,True,0.031818688
7,4,False,0.017533896
8,4,False,0.07050208
9,4,False,0.08739927
10,4,True,0.21737084
11,4,False,4.3216786
12,4,False,0.06908219
13,4,False,0.45832402
14,4,False,0.03542413
15,4,True,0.18970461
16,4,False,0.010176809
17,4,False,0.00072534196
18,4,False,4.426646
19,4,False,0.12752953
20,4,False,0.1414986
21,4,False,1.9971969
22,4,True,0.13322769
23,4,False,1.5525594
24,4,False,0.10486865
25,4,False,0.08838242
26,4,False,0.013451721
27,4,True,0.18567461
28,4,True,0.18203297
29,4,False,0.019016579
30,4,False,0.07637681
31,4,False,0.039866973
32,4,False,0.98139036
33,4,False,0.0111021595
34,4,False,0.16104591
35,4,True,0.02252579
36,4,False,2.2117567
37,4,False,0.012390928
38,4,False,0.026554352
39,4,False,1.2425904
40,4,False,1.5677274
41,4,False,0.019406714
42,4,False,0.15546249
43,4,True,13.629437
44,4,False,3.4879208
45,4,False,0.4515818
46,4,False,0.0017985235
47,4,False,0.079064235
48,4,False,0.25529623
49,4,False,0.67992705
50,4,False,0.97086734
51,4,True,0.19352993
52,4,False,0.4259295
53,4,True,0.28984556
54,4,False,2.201547
55,4,False,0.27094245
56,4,False,0.12712829
57,4,False,3.8898423
58,4,False,0.30503657
59,4,False,0.023192568
60,4,False,0.4537159
61,4,False,0.57685834
62,4,False,0.00029686603
63,4,False,1.2631565
64,4,False,2.90978
65,4,False,0.004500891
66,4,True,0.010854793
67,4,False,0.10542319
68,4,True,0.07082125
69,4,True,0.079876296
70,4,False,0.84886515
71,4,False,0.007692533
72,4,False,1.0864329
73,4,False,0.016896212
74,4,False,1.3383725
75,4,False,0.032723896
76,4,False,0.12188045
77,4,False,0.1264912
78,4,True,0.033939492
79,4,True,0.05405988
80,4,False,0.27993485
81,4,False,3.7475765
82,4,False,3.289225
83,4,True,0.044932634
84,4,False,0.017822964
85,4,True,0.07201014
86,4,False,0.70502603
87,4,True,0.00035411946
88,4,False,0.004993865
89,4,False,0.011314049
90,4,False,0.00016520658
91,4,False,0.005970706
92,4,False,0.7965589
93,1,False,0.3822361
94,4,False,0.082267895
95,4,True,0.11977084
96,4,True,0.0015794225
97,4,False,0.08833497
98,4,True,0.042286716
99,4,False,1.3898945
100,4,False,1.8137054
101,4,False,0.0119930655
102,4,False,0.9780589
103,4,False,0.11025159
104,4,False,0.16525234
105,4,False,1.9079858
106,4,False,1.4434386
107,4,False,0.023342645
108,4,False,0.04885972
109,4,False,0.50556326
110,4,False,0.6102425
111,4,False,0.20142004
112,4,True,0.16805853
113,4,False,0.44321972
114,4,True,0.106934644
115,4,False,3.2562
116,4,True,0.16379091
117,4,False,0.000111751804
118,4,False,7.626227e-09
119,4,True,0.20222504
120,4,False,0.32100677
121,4,False,0.07994373
122,4,False,0.10282963
123,4,False,0.11998775
124,4,False,0.03822085
125,4,False,0.0559111
126,4,False,0.9940666
127,4,True,0.00041113008
128,4,False,0.35486674
129,4,False,0.0025996636
130,4,False,0.6622484
131,4,False,3.344292
132,4,False,0.046664696
133,4,False,0.955706
134,4,True,0.00031832885
135,4,True,0.08732841
136,4,False,0.0010972475
137,4,False,0.1160366
138,4,True,0.000263711
139,4,False,0.021876963
140,4,False,0.9675822
141,4,False,0.8386932
142,4,True,0.17409539
143,4,False,0.06166004
144,4,False,1.0862188
145,4,False,0.18287154
146,4,False,2.2458625
147,4,False,0.6713018
148,4,False,0.015779164
149,4,False,0.06819746
150,4,False,0.24156539
151,4,True,0.19539328
152,4,True,0.04241182
153,4,False,0.5090081
154,4,False,0.0044859964
155,4,True,0.01660484
156,4,False,1.4736149
157,4,False,0.0020001647
158,4,False,0.27114213
159,4,False,0.0027853362
160,4,True,0.102033235
161,4,True,0.034340825
162,4,False,2.4777505
163,4,False,0.33187175
164,4,False,0.003511766
165,4,False,0.0035691643
166,4,False,0.026165843
167,4,False,0.18386085
168,4,True,0.3031887
169,4,True,0.015530557
170,4,False,0.135229
171,4,True,0.088184714
172,4,False,0.29205126
173,4,False,0.00011693249
174,4,False,0.50398135
175,4,False,0.65517306
176,4,False,0.095394984
177,4,False,0.0049898154
178,4,True,0.0014460844
179,4,False,1.6809434
180,4,True,0.00039768472
181,4,True,0.17082268
182,4,False,3.78313
183,4,True,0.16030736
184,4,False,2.2395694
185,4,False,0.00068518607
186,4,False,0.59913707
187,4,False,0.39683837
188,4,False,0.3516786
189,4,False,1.2867105
190,4,False,0.020445107
191,4,False,0.20766586
192,4,False,0.6676734
193,4,False,0.0072384896
194,4,False,0.102340095
195,4,False,2.3905597
196,4,False,0.93541336
197,4,False,1.4344835
198,4,False,0.006061455
199,4,True,0.1529178
200,4,True,0.017479915
201,4,False,0.062229507
202,4,False,0.00013285218
203,4,False,0.021133037
204,4,False,0.87158847
205,4,False,3.1010797
206,4,False,0.0007434427
207,4,False,0.024079097
208,4,False,0.5525521
209,4,True,0.0020667124
210,4,False,0.0026272084
211,4,True,0.0338712
212,4,False,0.32500932
213,4,False,2.4199739
214,4,False,3.7872155
215,4,True,0.16478775
216,4,True,0.040348563
217,4,False,0.55566776
218,4,True,0.006887286
219,4,True,0.08374225
220,4,False,1.1256579
221,4,False,0.010617125
222,4,False,1.0706439
223,4,False,1.0453482
224,4,False,0.05319047
225,4,True,0.0061787544
226,4,True,0.07978856
227,4,False,0.047699478
228,4,True,0.02841091
229,4,False,0.03163977
230,4,True,0.1840877
231,4,False,0.051210582
232,4,False,0.053788893
233,4,False,0.044138122
234,4,False,0.005632991
235,4,False,0.04681121
236,4,False,0.01581845
237,4,False,0.0005559122
238,4,False,0.33435225
239,4,False,0.16730826
240,4,False,0.0031757404
241,4,False,1.2049667
242,4,True,0.20487636
243,4,False,2.4344807
244,4,False,2.7582543
245,4,False,0.0036026407
246,4,False,1.7120774
247,4,False,0.12450363
248,4,False,0.0074018533
249,4,True,0.27692384
250,4,True,0.12332883
251,4,False,0.16740839
252,4,False,2.1330857
253,1,False,0.16412356
254,4,False,0.0043650097
255,4,True,0.17630309
256,4,False,0.62416154
257,4,False,0.091605864
258,4,True,0.16646306
259,4,True,0.0033376468
260,4,False,3.3485234
261,4,True,0.13574554
262,4,False,1.0047432
263,4,False,0.18929487
264,4,False,0.01145125
265,4,False,1.1861035
266,4,True,0.0010857515
267,4,False,1.3319092
268,4,True,0.14667006
269,4,False,0.00620866
270,4,False,0.7661023
271,4,False,0.30545962
272,4,False,0.052801978
273,4,True,0.124198414
274,4,False,0.009830948
275,4,False,0.01265979
276,4,False,0.037128266
277,4,False,0.48688754
278,4,False,0.09458188
279,4,False,1.684264
280,4,False,0.21999818
281,4,False,0.10028139
282,4,False,2.3099983
283,4,False,0.34925455
284,4,False,0.020666124
285,4,False,0.69060636
286,4,True,0.038535062
287,4,False,0.007345655
288,4,False,0.015420411
289,4,False,0.20850003
290,4,False,0.026858289
291,4,False,3.2709687
292,4,False,0.9464544
293,4,True,0.16115202
294,4,True,0.0256175
295,4,False,2.7677534
296,4,True,0.003379267
297,4,False,0.0008461746
298,4,True,0.06983962
299,4,False,0.0064438176
300,4,True,0.18113856
