ID,predicted_label,correct_prediction,epistemic_uncertainty
1,4,True,0.31415796
2,4,False,0.24230245
3,4,False,0.08303589
4,1,True,0.6572345
5,4,False,0.14196917
6,4,True,0.09197068
7,4,False,0.1350932
8,4,False,0.45138603
9,4,False,0.22940494
10,4,True,0.047325358
11,1,False,2.3983998
12,4,False,0.11154155
13,4,False,0.3963407
14,4,False,0.057165008
15,4,True,0.29899064
16,4,False,0.3362289
17,4,False,0.12816371
18,1,False,5.5522475
19,4,False,0.16448395
20,4,False,0.1551326
21,1,False,0.40050638
22,4,True,0.17573257
23,1,True,0.07586277
24,4,False,0.3428686
25,4,False,0.06944097
26,4,False,0.22598831
27,4,True,0.109613925
28,4,True,0.2288238
29,4,False,0.1250474
30,4,False,0.12564117
31,4,False,0.21346067
32,1,False,0.11842156
33,4,False,0.24634357
34,4,False,0.40272626
35,4,True,0.20622805
36,1,False,0.13047406
37,4,False,0.2900938
38,4,False,0.036470708
39,4,False,0.034645915
40,1,False,0.732017
41,4,False,0.083694875
42,4,False,0.01910799
43,1,False,3.889978
44,4,False,0.17071867
45,4,False,0.026818132
46,4,False,0.0750004
47,1,False,0.5342518
48,4,False,0.11616232
49,4,False,0.16917567
50,4,False,0.10001188
51,4,True,0.04784168
52,4,False,0.064139955
53,4,True,0.10690091
54,4,False,0.047140308
55,4,False,0.12603201
56,4,False,0.017148662
57,1,False,0.887906
58,0,False,0.074392155
59,4,False,0.2181378
60,4,False,0.14840826
61,1,True,4.567467
62,4,False,0.07505661
63,4,False,0.0678809
64,1,True,0.036419645
65,1,True,0.21840326
66,4,True,0.12419401
67,4,False,0.1426418
68,4,True,0.093608744
69,4,True,0.19684733
70,4,False,0.11728304
71,4,False,0.29544976
72,1,False,1.1117873
73,4,False,0.11909983
74,1,False,0.29644126
75,4,False,0.20310858
76,4,False,0.30577728
77,4,False,0.3575732
78,1,False,1.4604031
79,4,True,0.5842886
80,4,False,0.45136294
81,1,False,0.13177793
82,1,False,0.16572444
83,1,False,1.1717507
84,4,False,0.36535305
85,4,True,0.3921527
86,4,False,0.13209729
87,4,True,0.15935186
88,4,False,0.0721002
89,0,True,0.08393138
90,4,False,0.1542816
91,4,False,0.09209035
92,4,False,0.17709358
93,1,False,2.4059849
94,4,False,0.115143925
95,4,True,0.057820626
96,4,True,0.32893822
97,4,False,0.24518953
98,4,True,0.27453628
99,1,False,0.22376667
100,4,False,0.14557014
101,1,True,0.15850434
102,0,False,0.4199659
103,4,False,0.19738474
104,4,False,0.2467627
105,1,False,1.9215566
106,1,False,0.5704956
107,4,False,0.19273014
108,4,False,0.27253076
109,1,True,1.325226
110,4,False,0.30202657
111,4,False,0.072107814
112,4,True,0.2436123
113,4,False,0.18722011
114,4,True,0.040829573
115,1,False,8.847596
116,4,True,0.3752637
117,4,False,0.042351007
118,4,False,0.031800635
119,4,True,0.017620044
120,4,False,0.044217262
121,4,False,0.039906032
122,4,False,0.31809998
123,0,False,0.08289832
124,4,False,0.032717377
125,4,False,0.205315
126,4,False,0.043958165
127,4,True,0.16064447
128,4,False,0.13436018
129,0,False,0.04980956
130,4,False,0.06687696
131,1,False,1.8692611
132,4,False,0.074065775
133,4,False,0.09883739
134,4,True,0.37068915
135,4,True,0.2696155
136,4,False,0.4319475
137,4,False,0.124688625
138,1,False,0.29832458
139,4,False,0.19353294
140,4,False,0.050446797
141,4,False,0.4571737
142,4,True,0.16795444
143,4,False,0.49307746
144,1,False,4.790108
145,1,True,0.81669104
146,1,False,0.19238609
147,1,False,0.27531874
148,4,False,0.26500472
149,0,True,0.23440361
150,4,False,0.07597121
151,4,True,0.38045678
152,4,True,0.32451597
153,4,False,0.178416
154,4,False,0.41701126
155,4,True,0.6378525
156,1,False,0.68930185
157,0,True,0.42671373
158,4,False,0.4577762
159,4,False,0.434512
160,4,True,0.057427492
161,4,True,0.1348776
162,1,False,4.0980563
163,1,False,0.33320272
164,4,False,0.22070755
165,4,False,0.18367225
166,4,False,0.34349552
167,4,False,0.10189703
168,4,True,0.333417
169,4,True,0.40292457
170,4,False,0.14452296
171,4,True,0.1522592
172,4,False,0.1940894
173,4,False,0.4258425
174,4,False,0.15267245
175,1,False,0.08867473
176,4,False,0.013043516
177,4,False,0.17654301
178,4,True,0.1250483
179,4,False,0.22597407
180,4,True,0.46044987
181,4,True,0.535001
182,1,False,0.44265085
183,1,False,0.0866477
184,1,True,2.6606958
185,4,False,0.13212104
186,4,False,0.06644786
187,4,False,0.3261751
188,4,False,0.03637702
189,4,False,0.89760685
190,4,False,0.4291808
191,4,False,0.38731623
192,4,False,0.20992611
193,4,False,0.09363093
194,4,False,0.08283186
195,4,False,0.09338269
196,0,False,0.024655579
197,4,False,0.09163995
198,4,False,0.11101725
199,4,True,0.07325733
200,4,True,0.117519714
201,4,False,0.05544505
202,4,False,0.119674765
203,4,False,0.016710598
204,4,False,0.050900243
205,1,True,4.9496827
206,4,False,0.07938023
207,4,False,0.10633944
208,4,False,0.09329043
209,4,True,0.064568035
210,4,False,0.04218663
211,4,True,0.091893576
212,4,False,0.075220905
213,4,False,0.1461576
214,1,True,2.9546087
215,4,True,0.12529202
216,4,True,0.03763009
217,4,False,0.10718689
218,4,True,0.005156188
219,4,True,0.15065004
220,4,False,0.1850163
221,4,False,0.07638739
222,4,False,0.049566977
223,4,False,0.08315501
224,4,False,0.124108694
225,1,False,0.11419288
226,4,True,0.10290749
227,4,False,0.06769807
228,1,False,0.81253433
229,4,False,0.38194844
230,4,True,0.5890198
231,4,False,0.10274625
232,4,False,0.061028168
233,4,False,0.9947873
234,4,False,0.36850858
235,1,True,6.4335513
236,4,False,0.16481759
237,0,False,0.27435905
238,4,False,0.42451882
239,4,False,0.32981303
240,4,False,0.17380653
241,4,False,0.28670758
242,4,True,0.28481445
243,4,False,0.17841892
244,4,False,0.1920183
245,4,False,0.18329048
246,1,False,0.15902221
247,4,False,0.1312769
248,4,False,0.13068072
249,4,True,0.049599633
250,4,True,0.14718218
251,4,False,0.13785438
252,4,False,0.19231543
253,1,False,2.8915114
254,0,True,0.16545573
255,4,True,0.084093444
256,4,False,0.049945965
257,4,False,0.07526639
258,4,True,0.5740574
259,4,True,1.1680723
260,1,True,2.3600104
261,4,True,0.11646526
262,4,False,0.45857024
263,4,False,0.11781017
264,4,False,0.34430638
265,4,False,0.15807849
266,4,True,0.19300368
267,4,False,0.5815188
268,4,True,0.24148536
269,0,False,0.3098766
270,1,False,0.7883843
271,4,False,0.32362613
272,4,False,0.35710934
273,4,True,0.33356994
274,4,False,0.079172164
275,4,False,0.077659875
276,4,False,0.3087045
277,4,False,0.10971561
278,1,False,0.1412571
279,1,True,0.6254966
280,4,False,0.28356284
281,4,False,0.2504251
282,1,False,3.154969
283,4,False,0.062951505
284,4,False,0.036785766
285,4,False,0.14776221
286,4,True,0.2716085
287,4,False,0.1863064
288,4,False,0.1371594
289,4,False,0.056158744
290,4,False,0.20384164
291,1,False,2.3422217
292,4,False,0.297476
293,4,True,0.08589796
