ID,predicted_label,correct_prediction,aleatoric_uncertainty
1,0,False,0.6031027
2,4,False,1.5777156
3,4,False,1.5777109
4,4,False,1.5776935
5,4,False,1.5777111
6,4,True,1.5777303
7,4,False,1.5777004
8,4,False,1.5777178
9,4,False,1.5777117
10,4,True,1.577724
11,4,False,1.5777315
12,4,False,1.5777056
13,4,False,1.5777315
14,4,False,1.5777165
15,4,True,1.5777091
16,0,True,0.6031022
17,4,False,1.5777143
18,4,False,1.5777307
19,4,False,1.5777246
20,4,False,1.5777053
21,4,False,1.5777175
22,4,True,1.5777146
23,0,False,0.6031071
24,0,False,0.6030992
25,4,False,1.5777141
26,4,False,1.577729
27,4,True,1.5777173
28,4,True,1.5777135
29,4,False,1.5777045
30,4,False,1.5777103
31,4,False,1.5777073
32,4,False,1.577699
33,4,False,1.5777165
34,4,False,1.5777156
35,4,True,1.5777218
36,4,False,1.5777047
37,4,False,1.5777166
38,4,False,1.5777211
39,4,False,1.5777099
40,4,False,1.5777404
41,4,False,1.5777191
42,4,False,1.5777154
43,4,True,1.5777233
44,4,False,1.5777225
45,4,False,1.5777149
46,4,False,1.5777225
47,4,False,1.5777417
48,4,False,1.5777179
49,4,False,1.5777225
50,4,False,1.5776973
51,4,True,1.5777098
52,4,False,1.5777131
53,4,True,1.5777225
54,4,False,1.5777228
55,4,False,1.5777211
56,4,False,1.577708
57,4,False,1.5777047
58,4,False,1.5777117
59,0,True,0.60310435
60,4,False,1.5777143
61,4,False,1.5777194
62,0,False,0.6031029
63,0,False,0.6030996
64,4,False,1.5777187
65,4,False,1.5777009
66,4,True,1.5777208
67,4,False,1.5777245
68,4,True,1.5777028
69,4,True,1.5776954
70,4,False,1.5777127
71,0,False,0.60310346
72,4,False,1.5777111
73,4,False,1.5777133
74,4,False,1.5777115
75,4,False,1.5777166
76,4,False,1.5777069
77,4,False,1.5777104
78,4,True,1.5777186
79,0,False,0.6030998
80,4,False,1.5777183
81,4,False,1.5777016
82,4,False,1.5776908
83,4,True,1.5777452
84,4,False,1.5777133
85,4,True,1.577719
86,4,False,1.5777097
87,4,True,1.5777087
88,4,False,1.5777133
89,0,True,0.60310286
90,0,True,0.603102
91,4,False,1.5777109
92,4,False,1.5777181
93,0,False,0.603115
94,4,False,1.5777179
95,4,True,1.5777104
96,4,True,1.5777167
97,0,False,0.60310125
98,4,True,1.5777147
99,0,False,0.60310817
100,4,False,1.577713
101,4,False,1.5777156
102,4,False,1.5777072
103,0,False,0.6030994
104,4,False,1.5777175
105,4,False,1.577717
106,4,False,1.5777034
107,4,False,1.5777051
108,4,False,1.5777119
109,4,False,1.5777248
110,4,False,1.577713
111,4,False,1.5777183
112,4,True,1.5777164
113,4,False,1.5777242
114,4,True,1.5777173
115,4,False,1.5776815
116,4,True,1.577724
117,0,False,0.6031029
118,4,False,1.5777187
119,4,True,1.5777175
120,4,False,1.5777113
121,4,False,1.5777206
122,4,False,1.5777149
123,4,False,1.5777078
124,4,False,1.5777144
125,4,False,1.5777159
126,4,False,1.5777242
127,4,True,1.5777214
128,4,False,1.5777024
129,4,False,1.5777168
130,4,False,1.5777073
131,4,False,1.5777142
132,4,False,1.5777082
133,4,False,1.577721
134,4,True,1.5777194
135,4,True,1.5777141
136,0,False,0.6031049
137,4,False,1.5777209
138,4,True,1.5777156
139,4,False,1.5776958
140,4,False,1.5777122
141,4,False,1.5777228
142,4,True,1.5777154
143,0,True,0.603105
144,4,False,1.5777127
145,4,False,1.5777125
146,4,False,1.577683
147,4,False,1.5777173
148,0,False,0.6031008
149,4,False,1.5777092
150,0,False,0.6030976
151,0,False,0.60310113
152,4,True,1.5777242
153,4,False,1.5777051
154,4,False,1.577718
155,0,False,0.6030982
156,0,False,0.60310245
157,4,False,1.5777093
158,4,False,1.5777088
159,4,False,1.5777092
160,4,True,1.5777185
161,4,True,1.5777152
162,0,False,0.6030983
163,4,False,1.5777168
164,4,False,1.5777255
165,4,False,1.5777146
166,4,False,1.5777053
167,4,False,1.5777167
168,4,True,1.5777065
169,4,True,1.5777174
170,4,False,1.5777154
171,4,True,1.577711
172,4,False,1.5777092
173,4,False,1.5777185
174,4,False,1.5777155
175,4,False,1.5777053
176,0,True,0.60310537
177,4,False,1.5777092
178,0,False,0.6031033
179,4,False,1.577712
180,0,False,0.6030993
181,4,True,1.5777202
182,4,False,1.5777204
183,4,True,1.5777153
184,4,False,1.5777205
185,4,False,1.5777158
186,4,False,1.5777011
187,4,False,1.5777156
188,4,False,1.5777099
189,4,False,1.5776985
190,4,False,1.5777153
191,4,False,1.5777123
192,4,False,1.577703
193,4,False,1.577722
194,4,False,1.5777087
195,4,False,1.5777254
196,4,False,1.577708
197,4,False,1.5777187
198,4,False,1.5777172
199,4,True,1.5777088
200,4,True,1.5776906
201,4,False,1.5777119
202,4,False,1.577713
203,4,False,1.577724
204,4,False,1.5776942
205,4,False,1.5777199
206,4,False,1.5777152
207,4,False,1.5777167
208,4,False,1.5777189
209,0,False,0.603104
210,4,False,1.5777167
211,0,False,0.60310435
212,4,False,1.5777053
213,4,False,1.577736
214,4,False,1.5776887
215,4,True,1.5777123
216,0,False,0.6031009
217,4,False,1.5777001
218,4,True,1.577705
219,4,True,1.577714
220,4,False,1.5777116
221,4,False,1.5777019
222,4,False,1.5777066
223,4,False,1.5777131
224,4,False,1.5777252
225,4,True,1.5777171
226,4,True,1.5777211
227,0,False,0.6031028
228,0,False,0.60309887
229,4,False,1.5777154
230,4,True,1.5777158
231,4,False,1.5777186
232,4,False,1.577715
233,4,False,1.57772
234,0,False,0.60310054
235,0,False,0.60310256
236,4,False,1.5777158
237,4,False,1.5777092
238,4,False,1.5777123
239,4,False,1.5777068
