ID,predicted_label,correct_prediction,aleatoric_uncertainty
1,0,False,0.93980443
2,0,True,0.9398012
3,0,False,0.9398014
4,0,False,0.93980014
5,0,False,0.93980396
6,0,False,0.9398034
7,0,False,0.9398029
8,0,False,0.93980235
9,0,False,0.9398026
10,0,False,0.9398022
11,0,False,0.9397883
12,0,False,0.9397974
13,0,False,0.9398023
14,0,False,0.9398036
15,0,False,0.9398016
16,0,True,0.93980086
17,0,False,0.93980247
18,0,False,0.9398041
19,0,False,0.9398034
20,0,True,0.9398023
21,0,False,0.93980473
22,0,False,0.93980384
23,0,False,0.9397992
24,0,False,0.93980515
25,0,False,0.93980086
26,0,False,0.9398005
27,0,False,0.9398031
28,0,False,0.9398022
29,0,True,0.9398024
30,0,True,0.93980306
31,0,False,0.9398047
32,0,False,0.9398042
33,0,False,0.93980443
34,0,False,0.9398052
35,0,False,0.9397986
36,0,False,0.939806
37,0,True,0.9398044
38,0,True,0.9398031
39,0,False,0.93980175
40,0,False,0.9398025
41,0,True,0.9398
42,0,False,0.9398042
43,0,False,0.93981826
44,0,False,0.9398001
45,0,False,0.93980265
46,0,False,0.93980324
47,0,False,0.93980217
48,0,False,0.93980074
49,0,False,0.93980026
50,0,False,0.93980384
51,0,False,0.9398023
52,0,False,0.93979913
53,0,False,0.93980205
54,0,False,0.9397987
55,0,False,0.9398018
56,0,False,0.9398022
57,0,False,0.9398063
58,0,False,0.9398043
59,0,True,0.9398024
60,0,False,0.9398036
61,0,False,0.9397974
62,0,False,0.939802
63,0,False,0.9398008
64,0,False,0.9397978
65,0,False,0.9398
66,0,False,0.93980384
67,0,False,0.93980247
68,0,False,0.9398014
69,0,False,0.93980163
70,0,False,0.93980366
71,0,False,0.9398033
72,0,False,0.93980324
73,0,True,0.9398035
74,0,False,0.9398017
75,0,True,0.9398059
76,0,False,0.93980163
77,0,False,0.9398013
78,0,False,0.93979806
79,0,False,0.9398041
80,0,False,0.9398036
81,0,False,0.9398127
82,0,False,0.93980086
83,0,False,0.9397774
84,0,False,0.9398046
85,0,False,0.93980193
86,0,False,0.93980426
87,0,False,0.93980396
88,0,False,0.9398033
89,0,True,0.9398017
90,0,True,0.9398024
91,0,False,0.9398035
92,0,False,0.93980306
93,0,False,0.9398186
94,0,True,0.93980235
95,0,False,0.93980294
96,0,False,0.93980396
97,0,False,0.93980277
98,0,False,0.9398015
99,0,False,0.93980575
100,0,False,0.93980473
101,0,False,0.9398035
102,0,False,0.9398037
103,0,False,0.9398014
104,0,False,0.9398037
105,0,False,0.9398076
106,0,False,0.9398023
107,0,True,0.93979996
108,0,False,0.939803
109,0,False,0.93980604
110,0,False,0.93980336
111,0,False,0.9398034
112,0,False,0.93980265
113,0,False,0.939802
114,0,False,0.9398008
115,0,False,0.9397945
116,0,False,0.93980277
117,0,False,0.9398034
118,0,False,0.9398036
119,0,False,0.9398035
120,0,False,0.939802
121,0,False,0.9397994
122,0,False,0.9398022
123,0,False,0.9398017
124,0,False,0.93980354
125,0,True,0.93980277
126,0,False,0.9398017
127,0,False,0.9397985
128,0,False,0.9397969
129,0,False,0.9398033
130,0,False,0.939806
131,0,False,0.9398038
132,0,False,0.9398023
133,0,True,0.9398029
134,0,False,0.9398077
135,0,False,0.9398025
136,0,False,0.93980205
137,0,False,0.93980354
138,0,False,0.9398081
139,0,False,0.93980366
140,0,False,0.9398043
141,0,True,0.9398039
142,0,False,0.9398028
143,0,True,0.93980235
144,0,False,0.93980104
145,0,False,0.9398021
146,0,False,0.9398022
147,0,False,0.93979913
148,0,False,0.93980443
149,0,True,0.93980217
150,0,False,0.9398007
151,0,False,0.93980336
152,0,False,0.9398076
153,0,False,0.9397974
154,0,False,0.93980306
