ID,predicted_label,correct_prediction,epistemic_uncertainty
1,1,False,0.10345056
2,1,False,0.16399819
3,4,False,0.0670228
4,1,True,1.1730186
5,4,False,0.03493205
6,1,False,0.0854074
7,1,True,0.033011887
8,1,False,0.042570304
9,1,True,0.039374277
10,1,False,0.20757785
11,1,False,0.8547004
12,4,False,0.01488952
13,1,False,0.1365763
14,4,False,0.057037853
15,4,True,0.029667389
16,1,False,0.12745212
17,1,True,0.05752404
18,1,False,1.9831347
19,4,False,0.025279744
20,4,False,0.031000668
21,4,False,0.018552521
22,1,False,0.08057703
23,1,True,0.19940177
24,4,False,0.030712085
25,1,False,0.060154755
26,1,True,0.18953519
27,1,False,0.10575443
28,1,False,0.0284569
29,1,False,0.06999923
30,1,False,0.11364803
31,4,False,0.028109554
32,1,False,0.066859946
33,4,False,0.021949058
34,1,False,0.029861717
35,1,False,0.07933647
36,1,False,0.039588384
37,1,False,0.06711331
38,1,False,0.007152256
39,1,False,0.090173244
40,4,False,0.7730015
41,4,False,0.017994402
42,1,False,0.064044826
43,1,False,0.35740012
44,1,False,0.055836964
45,4,False,0.028670633
46,4,False,0.0150417695
47,1,False,0.509652
48,1,False,0.063363
49,1,False,0.00866973
50,1,False,0.03963117
51,1,False,0.040704288
52,1,False,0.44996214
53,4,True,0.037388816
54,4,False,0.044455457
55,1,False,0.1293063
56,1,False,0.06710972
57,1,False,0.25387976
58,4,False,0.015911143
59,1,False,0.062015343
60,4,False,0.043054532
61,1,True,1.3267162
62,4,False,0.014673018
63,4,False,0.018103775
64,1,True,0.3296378
65,1,True,0.03908381
66,1,False,0.03755459
67,4,False,0.013440316
68,1,False,0.07884647
69,1,False,0.1949154
70,1,False,0.07084425
71,4,False,0.06422951
72,1,False,0.22176293
73,4,False,0.0445799
74,4,False,0.061945997
75,1,False,0.025534088
76,1,False,0.05783023
77,1,False,0.08434987
78,1,False,1.8543395
79,4,True,0.033947725
80,1,False,0.32468316
81,1,False,0.2315096
82,1,False,0.12480602
83,1,False,1.1699597
84,1,False,0.021557888
85,4,True,0.019683825
86,4,False,0.018089108
87,1,False,0.06328881
88,1,False,0.041090272
89,1,False,0.03701743
90,1,False,0.047349304
91,1,False,0.061957352
92,1,False,0.057235688
93,1,False,0.6921237
